Filename,CID,Job ID,Status,Created,Deal State,Deal Message,Piece CID,Miner
deplatformr-open-images-368.tar,QmS8ByGBzeXFrX1BFtF1yrX94UwMC61gze9HTBsfSw4xst,611f3fb6-3f14-4559-a1fa-89898f8f9956,JOB_STATUS_EXECUTING,2020-11-15 04:05:28
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcap2canxcfdmiewj46mf6zzendqsx4xoyo7bhqkcjxj74ejeqwpa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcap2canxcfdmiewj46mf6zzendqsx4xoyo7bhqkcjxj74ejeqwpa,f022308
deplatformr-open-images-208.tar,QmcnsoZdm9U7SYxQK7amu4NUyv2z2cFnxyGiaSFTomcDhK,7b34ae03-c728-4382-a366-eb3c5d15e895,JOB_STATUS_EXECUTING,2020-11-14 19:32:45
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqg6pxfd3vp5eyu4oxzukjizzuryk5hdx464dk7j3hsgjuqu7nq4bq,f022308
,,,,,StorageDealActive,,baga6ea4seaqg6pxfd3vp5eyu4oxzukjizzuryk5hdx464dk7j3hsgjuqu7nq4bq,f022352
deplatformr-open-images-174.tar,QmUcjLnh2PhpwX1Qh6xkpbpXS6qdHkNZHmUEv2oS3QaJsk,82cf1f78-98e3-44b3-a60d-33d01ab15fcd,JOB_STATUS_EXECUTING,2020-10-30 22:00:22
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqcweem52kgtqnyx3z3ag3ufnkycruuxkztv2mwhipykzpfaza2cha,f022853
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 210098): client: failed to look up deal on chain: deal 1130785 not found,baga6ea4seaqcweem52kgtqnyx3z3ag3ufnkycruuxkztv2mwhipykzpfaza2cha,f030384
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqcweem52kgtqnyx3z3ag3ufnkycruuxkztv2mwhipykzpfaza2cha,f053255
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqcweem52kgtqnyx3z3ag3ufnkycruuxkztv2mwhipykzpfaza2cha,f08403
deplatformr-open-images-341.tar,QmacMiBEC36bzoBU3Hiy4P4Mz8h9DxPnTzaA6ej9MTznHm,8cd4ddbf-bfb9-4c56-bd2c-cedc6de6d971,JOB_STATUS_EXECUTING,2020-11-13 19:28:26
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlgypdo6ogygxreoy6ngxqszqczve527f64uvh74rz7pax6obqwni,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlgypdo6ogygxreoy6ngxqszqczve527f64uvh74rz7pax6obqwni,f022308
,,,,,StorageDealActive,,baga6ea4seaqlgypdo6ogygxreoy6ngxqszqczve527f64uvh74rz7pax6obqwni,f022352
deplatformr-open-images-231.tar,QmbM6RLD76Zo37bmuEzG2bXC95s3adPPUAGHnF7KUWSXiK,acb75949-dc17-4565-89c7-6286aed1f7a8,JOB_STATUS_EXECUTING,2020-11-19 22:18:31
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpyhu5nucapwqgyyj2mb4gtzqdlvj4ejrbecfn4sqwbwj7fmr6ely,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpyhu5nucapwqgyyj2mb4gtzqdlvj4ejrbecfn4sqwbwj7fmr6ely,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpyhu5nucapwqgyyj2mb4gtzqdlvj4ejrbecfn4sqwbwj7fmr6ely,f022308
deplatformr-open-images-399.tar,QmXfb4cRphEoD7CNudNyGvnRhutzpXj72mrUfxPeVcS4Yg,3c14ffe4-b19d-4c88-a441-e532000ec507,JOB_STATUS_EXECUTING,2020-11-19 22:18:42
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqc2gacemsucxgacnzln3lssojuzp3647ay432d6j6yc7dv7rcxqaa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqc2gacemsucxgacnzln3lssojuzp3647ay432d6j6yc7dv7rcxqaa,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqc2gacemsucxgacnzln3lssojuzp3647ay432d6j6yc7dv7rcxqaa,f022308
deplatformr-open-images-403.tar,QmSED9tEyhj3gjz3Ry1afCP4aoMXranjpBgYLLUDbyfdy5,ab8033d8-798d-44b0-ab0c-39ff916e3cdd,JOB_STATUS_EXECUTING,2020-11-19 19:37:08
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnabor7d26auyz75uuplxnbylfpjvvco27xes7ewvneuw4pbnqyaq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnabor7d26auyz75uuplxnbylfpjvvco27xes7ewvneuw4pbnqyaq,f022308
,,,,,StorageDealActive,,baga6ea4seaqnabor7d26auyz75uuplxnbylfpjvvco27xes7ewvneuw4pbnqyaq,f022352
deplatformr-open-images-134.tar,Qmc7d6tooHxbtbeDv54wYDt7sRRTyx1vWs54EiYpk1erh7,ca5a9037-5146-4c25-aa3a-c3bb37e90781,JOB_STATUS_EXECUTING,2020-10-29 04:02:50
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqn74c56ikvxksw6miegmeavgy4skqqxudjicmi7orvmvnb2twdsgi,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqn74c56ikvxksw6miegmeavgy4skqqxudjicmi7orvmvnb2twdsgi,f022308
,,,,,StorageDealError,"sending proposal to storage provider failed: exhausted 5 attempts but failed to open stream, err: dial backoff",baga6ea4seaqn74c56ikvxksw6miegmeavgy4skqqxudjicmi7orvmvnb2twdsgi,f02665
deplatformr-open-images-270.tar,QmbXf9u7puAX8Wg3BysrzJpg5S76oo6ujHepRi7NkpzZ3q,097887ba-c15c-4cfc-b6da-a88df19eb63b,JOB_STATUS_EXECUTING,2020-11-10 03:07:51
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqj5yijmroouaiqq6fkxemdymbwexv2tnyhrmppeu22bezi63g5wka,f02665
,,,,,StorageDealActive,,baga6ea4seaqj5yijmroouaiqq6fkxemdymbwexv2tnyhrmppeu22bezi63g5wka,f02665
,,,,,StorageDealActive,,baga6ea4seaqj5yijmroouaiqq6fkxemdymbwexv2tnyhrmppeu22bezi63g5wka,f08403
,,,,,StorageDealActive,,baga6ea4seaqj5yijmroouaiqq6fkxemdymbwexv2tnyhrmppeu22bezi63g5wka,f024015
,,,,,StorageDealActive,,baga6ea4seaqj5yijmroouaiqq6fkxemdymbwexv2tnyhrmppeu22bezi63g5wka,f02401
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqj5yijmroouaiqq6fkxemdymbwexv2tnyhrmppeu22bezi63g5wka,f022853
deplatformr-open-images-352.tar,QmcvVAFqU1SX5RNCK5FZKRqLLjK41gbGccMeopPJcit439,1d5a9956-7c2f-4c83-b24e-8d4ee9676938,JOB_STATUS_EXECUTING,2020-11-13 20:03:41
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlgsb5kuyzgiovods2juano6kfgxddbald7ursbmwqgr4ryusw2ji,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlgsb5kuyzgiovods2juano6kfgxddbald7ursbmwqgr4ryusw2ji,f022308
,,,,,StorageDealActive,,baga6ea4seaqlgsb5kuyzgiovods2juano6kfgxddbald7ursbmwqgr4ryusw2ji,f022352
deplatformr-open-images-385.tar,QmZYnwyPDyKn3pfxhksUei11dhPZMNj94sEh4wEoN81KP9,468c737e-3c8f-4369-9f47-250f7e03a32b,JOB_STATUS_EXECUTING,2020-11-19 22:18:36
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmynmnl42ymrahjdw5yhprm6l5hz37omfq5dn3d4ukwtayzbas4ei,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmynmnl42ymrahjdw5yhprm6l5hz37omfq5dn3d4ukwtayzbas4ei,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmynmnl42ymrahjdw5yhprm6l5hz37omfq5dn3d4ukwtayzbas4ei,f022352
deplatformr-open-images-327.tar,QmPV8bXjngbK2HEQ2UFXrzdrn8ui3oHLUqR8zoGGPL7CEA,5b450a6f-52cb-49d3-a5f9-9cafd9903105,JOB_STATUS_EXECUTING,2020-11-13 19:28:20
,,,,,StorageDealActive,,baga6ea4seaqcavpjzb47vpcd5wh4jh566pkhqe26yckxotejmxbvam66sdmjwgy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcavpjzb47vpcd5wh4jh566pkhqe26yckxotejmxbvam66sdmjwgy,f022308
deplatformr-open-images-383.tar,QmVmZEx5rZidMYyEU8vfGrZdFWwtXQ2him8Vu7mAmcxHHA,a16801d9-5c12-46c2-bb33-300ef6e7d4b0,JOB_STATUS_EXECUTING,2020-11-17 04:44:41
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbovp5zlk6q5622wfs6p27bfrmnq6cllqm4q2yrwsoe6anllcckoa,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbovp5zlk6q5622wfs6p27bfrmnq6cllqm4q2yrwsoe6anllcckoa,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbovp5zlk6q5622wfs6p27bfrmnq6cllqm4q2yrwsoe6anllcckoa,f022352
deplatformr-open-images-424.tar,QmSwT7K6Prh8nPZ2jatGJj5hQ6RkZuL5dBW777PwqaA8gF,a2a751dc-5d08-4a8b-b53b-4c6920658892,JOB_STATUS_EXECUTING,2020-11-20 18:48:36
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbw4fm65tjxb5f7kxfzli54gnpidsrou3r4wduzqkya54y5xbh4ly,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbw4fm65tjxb5f7kxfzli54gnpidsrou3r4wduzqkya54y5xbh4ly,f022308
,,,,,StorageDealActive,,baga6ea4seaqbw4fm65tjxb5f7kxfzli54gnpidsrou3r4wduzqkya54y5xbh4ly,f022352
deplatformr-open-images-396.tar,QmQTrN2HMcwG89Fmne3Zy7YR5vrR6CpQX2AbfZygKpThpq,c9d1782b-ae8e-4999-b04c-759dd07ff1d4,JOB_STATUS_EXECUTING,2020-11-18 02:51:51
,,,,,StorageDealActive,,baga6ea4seaqclho6kih4h2duadn2dp7bhrc7umoo4p5ugq2yj47zljs4ji4owbq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqclho6kih4h2duadn2dp7bhrc7umoo4p5ugq2yj47zljs4ji4owbq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqclho6kih4h2duadn2dp7bhrc7umoo4p5ugq2yj47zljs4ji4owbq,f02665
deplatformr-open-images-313.tar,QmQ9W1njxJfC4LibzMgo4MnsBAKQJ2MUiihJvHwsDMSsLw,cc31b816-167d-4cf9-a2b0-a9e08ed4e2b0,JOB_STATUS_EXECUTING,2020-11-13 19:28:26
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqg4bmqd6sjf6jdj2e2dd4e5gclgz5tqliboht3f4wbqy5m63f5wjy,f02665
deplatformr-open-images-429.tar,QmZ1SFi2nwCNBH5MvjPzceRDVVRYRcdk9zeqvDpZZqADAi,cee924c5-a7df-4896-a124-45db976fd8e2,JOB_STATUS_EXECUTING,2020-11-20 18:49:38
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiesohduvctapbcayque6efxjncf3g2zivizxl5sbbjpz67guc2li,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiesohduvctapbcayque6efxjncf3g2zivizxl5sbbjpz67guc2li,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiesohduvctapbcayque6efxjncf3g2zivizxl5sbbjpz67guc2li,f02665
deplatformr-open-images-329.tar,QmaY9fDDv1yRGTW4d4V2EzHBHNYpQ4BiwUKZbiK96kwneJ,2e8404f4-1340-4da8-8e6e-211021d79862,JOB_STATUS_EXECUTING,2020-11-26 01:36:55
deplatformr-open-images-411.tar,QmarpunJ1mxr296JojLvM2C9T4X2zTfeCo8nmr4HaJaXVE,468580ec-7dd7-4d61-9920-77b01cb19419,JOB_STATUS_EXECUTING,2020-11-20 04:02:19
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhgobzwr3qa6l5zyp2dmeqbte2g4y223xdv546wff7o5fd4lomcaq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhgobzwr3qa6l5zyp2dmeqbte2g4y223xdv546wff7o5fd4lomcaq,f022308
deplatformr-open-images-153.tar,Qmb1mPfB7gjM4ozZfabRQJJwSSugAUq22SngaPr3w5vcCs,83a8721b-cfec-4737-957f-632a017048a0,JOB_STATUS_EXECUTING,2020-11-01 16:55:15
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbatwqrdndiejkgoljd7b7mlykj6h5k24tzqneajp55vzvhsziiaa,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbatwqrdndiejkgoljd7b7mlykj6h5k24tzqneajp55vzvhsziiaa,f022352
deplatformr-open-images-178.tar,QmQvjVPvCQYKzDfSA3yhpAk4pxzhoYSLpVny9Mu6QxsHL2,953c789c-8677-4504-9ecc-d35b813166a1,JOB_STATUS_EXECUTING,2020-11-19 22:18:34
,,,,,StorageDealActive,,baga6ea4seaqf3n3omgyvlit2g7vq245vyni72a5aqsqpkmhkuyy6kes3i7muspy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqf3n3omgyvlit2g7vq245vyni72a5aqsqpkmhkuyy6kes3i7muspy,f022308
deplatformr-open-images-376.tar,QmdyAkdwJWtMqQ7AtNoVtbE26EY6LfWdDfH6S8p2hctVZw,a29fdb13-1e01-4101-8fb5-428f7215bf1f,JOB_STATUS_EXECUTING,2020-11-15 19:44:07
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdg5w5m2zoyeeb2wsns5m4xgdmzsrd3yfpqvojn5yahpruvk3giny,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdg5w5m2zoyeeb2wsns5m4xgdmzsrd3yfpqvojn5yahpruvk3giny,f022308
,,,,,StorageDealActive,,baga6ea4seaqdg5w5m2zoyeeb2wsns5m4xgdmzsrd3yfpqvojn5yahpruvk3giny,f022352
deplatformr-open-images-314.tar,QmUm9VqURQYpGHNsK3ptBSEJWYfjReSzsNopqLf1moPHJH,cc76f9cd-e17a-44bb-b19e-efb62a3f3741,JOB_STATUS_EXECUTING,2020-11-13 19:28:23
,,,,,StorageDealActive,,baga6ea4seaqd7h76ih6df26evae544asc43vbpfo5nzwxcmv6uuxhbqcupkyajy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqd7h76ih6df26evae544asc43vbpfo5nzwxcmv6uuxhbqcupkyajy,f022308
deplatformr-open-images-233.tar,QmZZUpLzv6ESWpEu1wtGMFwyApQ9iAyY7cKGX4WUyxPz2V,e8b171c7-86c0-4ffb-bf3a-487ab7a89d71,JOB_STATUS_EXECUTING,2020-11-26 01:36:31
deplatformr-open-images-370.tar,QmSiZXup48QiraP36RuYHvUnHA7HZenni7vYDS2caXdU8Z,5b46fe7e-075d-4ed7-b9e6-786973f1b3a3,JOB_STATUS_EXECUTING,2020-11-15 04:06:01
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhoiaqbepupdmaqsqw24kdub6eqfi7mtmi4cjtrtuxfudoyxgq2hi,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhoiaqbepupdmaqsqw24kdub6eqfi7mtmi4cjtrtuxfudoyxgq2hi,f022352
deplatformr-open-images-333.tar,QmRR3MGqxiWv7cSkS2iuRGrAdhLLk1S5bT32WsXeutwCg2,c74e774a-7842-49b1-8c48-eea2c72e38c9,JOB_STATUS_EXECUTING,2020-11-13 19:28:20
,,,,,StorageDealActive,,baga6ea4seaqmntztgvnowscvkupawtspjgfafgs5pseic7pk5r2bi3wbkq7ggbq,f022352
,,,,,StorageDealTransferring,,baga6ea4seaqmntztgvnowscvkupawtspjgfafgs5pseic7pk5r2bi3wbkq7ggbq,f022308
,,,,,StorageDealTransferring,,baga6ea4seaqmntztgvnowscvkupawtspjgfafgs5pseic7pk5r2bi3wbkq7ggbq,f02665
deplatformr-open-images-142.tar,QmQ743LGovqSbgGcQVdQJWG4UAd4SDJuuXa79Lsxd1Gk5i,d7902c6a-5b1b-497a-b339-6ec54012c710,JOB_STATUS_EXECUTING,2020-11-01 16:55:14
,,,,,StorageDealTransferring,,baga6ea4seaqfcaqekguj5t3aaj3hgk4nt7idzkaptpgtyhckxlkyf7ifqj7ampy,f02665
,,,,,StorageDealActive,,baga6ea4seaqfcaqekguj5t3aaj3hgk4nt7idzkaptpgtyhckxlkyf7ifqj7ampy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqfcaqekguj5t3aaj3hgk4nt7idzkaptpgtyhckxlkyf7ifqj7ampy,f022308
deplatformr-open-images-196.tar,QmXtohLzbmWBVk4JzNCsQnBDtjAuy2LEECke6tRzFXkiXz,eedd7c9f-24ba-4ab0-b153-6cad8b0cda9c,JOB_STATUS_EXECUTING,2020-11-21 22:19:09
,,,,,StorageDealActive,,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f024015
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f02665
,,,,,StorageDealError,deal failed: (State=26) error transferring data: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f02665
,,,,,StorageDealActive,,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f022308
,,,,,StorageDealActive,,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f01276
,,,,,StorageDealActive,,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f08403
,,,,,StorageDealError,deal failed: (State=26) error transferring data: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqjuqcpp5am5w6hzspmjzi7ivky7kwriccjsn443icdkco74c7eeji,f02665
deplatformr-open-images-402.tar,QmdxLkVykF91d46cJWCkoQynsKZDG7NcuUngVEc2koyv5q,f0fbb4b3-a971-437a-b8b5-96eef88eb011,JOB_STATUS_EXECUTING,2020-11-19 19:36:57
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqgnrftbdkoanyfdmhklzncqyqavrdy7e3iohpdjzbktzp4ybadkla,f022352
,,,,,StorageDealError,error reading Response message: stream reset,baga6ea4seaqgnrftbdkoanyfdmhklzncqyqavrdy7e3iohpdjzbktzp4ybadkla,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqgnrftbdkoanyfdmhklzncqyqavrdy7e3iohpdjzbktzp4ybadkla,f022308
deplatformr-open-images-420.tar,QmYUxR4EXqYDG5Zo1qbsh5Yzx69hTXEbCd8i2jcXZLTSeo,cdda62eb-d5d9-46dd-82f3-0e3e0dd0a5af,JOB_STATUS_EXECUTING,2020-11-26 01:36:47
